title,body_html,vendor,product_type,created_at,handle,updated_at,published_at,template_suffix,published_scope,tags,image,variant_id,variant_product_id,variant_title,variant_price,variant_sku,variant_position,variant_compare_at_price,variant_fulfillment_service,variant_inventory_management,variant_option1,variant_option2,variant_option3,variant_created_at,variant_updated_at,variant_taxable,variant_barcode,variant_grams,variant_image_id,variant_weight,variant_weight_unit,variant_requires_shipping
RDS COMPLETE MOTHER 7.5,"This graphic is a nod to Skate or Die with our RDS symbol being all the blood you need!  All RDS Completes feature a strong, lightweight maple deck, 101a wheels perfect for curb and ledge tricks, and strong durable trucks to handle any grind.  ",Red Dragon Apparel,COMPLETES,2021-08-06T03:17:39-07:00,rds-complete-mother-7-5,2022-12-07T12:02:15-08:00,2022-11-19T01:26:14-08:00,,web,"Completes, RDSSkate, Skate, SP22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_2ccbfc2f-f2ed-4d98-8712-06e0a009a291.jpg?v=1670443335,40550396133538,6983532609698,Default Title,89.95,RD10757-X-A-1SIZE,1,119.95,manual,shopify,Default Title,,,2021-08-06T03:17:39-07:00,2022-12-02T17:01:45-08:00,True,628000717126,2223,,4.9,lb,True
RDS COMPLETE THIRD EYE 7.75,"Gain enlightenment and sight beyond sight with the Third Eye Dragon!  All RDS Completes feature a strong, lightweight maple deck, 101a wheels perfect for curb and ledge tricks, and strong durable trucks to handle any grind.  Artwork by Mark Kowalchuk (@mark_kowalchuk)",Red Dragon Apparel,COMPLETES,2021-08-06T03:17:40-07:00,rds-complete-third-eye-7-75,2022-12-12T15:00:59-08:00,2022-11-19T01:26:14-08:00,,web,"Completes, RDSSkate, Skate, SP22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_f528ac90-d67d-4273-a9db-58c2e3af643f.jpg?v=1670443338,40550396199074,6983532675234,Default Title,89.95,RD10758-X-A-1SIZE,1,119.95,manual,shopify,Default Title,,,2021-08-06T03:17:40-07:00,2022-12-12T15:00:59-08:00,True,628000717133,2223,,4.9,lb,True
RDS COMPLETE ZOMBIE CHUNG 7.75,"Inspired by all things zombies.  Need I say more?  All RDS Completes feature a strong, lightweight maple deck, 101a wheels perfect for curb and ledge tricks, and strong durable trucks to handle any grind.  Artwork by Mark Kowalchuk (@mark_kowalchuk)",Red Dragon Apparel,COMPLETES,2021-08-06T03:17:41-07:00,rds-complete-zombie-chung-7-75,2022-12-12T11:39:41-08:00,2022-11-19T01:26:14-08:00,,web,"Completes, RDSSkate, Skate, SP22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_a4f233de-7975-4224-aa92-6988dc3edb70.jpg?v=1670443343,40550396330146,6983532708002,Default Title,89.95,RD10759-X-A-1SIZE,1,119.95,manual,shopify,Default Title,,,2021-08-06T03:17:41-07:00,2022-12-12T11:39:41-08:00,True,628000717140,2223,,4.9,lb,True
RDS COMPLETE IREZUMI DRAGON 8,"This new Red Dragon complete is inspired by Japanese traditional tattoos referred to as Irezumi.  All RDS completes feature a strong, lightweight maple deck, 101a wheels perfect for curb and ledge tricks, and strong durable trucks to handle any grind.  ",Red Dragon Apparel,COMPLETES,2021-08-06T03:17:42-07:00,rds-complete-irezumi-dragon-8,2022-12-12T11:39:40-08:00,2022-11-19T01:26:14-08:00,,web,"Completes, RDSSkate, Skate, SP22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_7c2809db-e864-4526-a85c-25b176d59c78.jpg?v=1670443345,40550396362914,6983532740770,Default Title,89.95,RD10760-X-A-1SIZE,1,119.95,manual,shopify,Default Title,,,2021-08-06T03:17:42-07:00,2022-12-12T11:39:40-08:00,True,628000717157,2223,,4.9,lb,True
RDS COMPLETE SAURON CHUNG 8,"The one to rule them all or an inhabitant to the prehistoric Savage Land?  Either way, this RDS complete feature a strong, lightweight maple deck, 101a wheels perfect for curb and ledge tricks, and strong durable trucks to handle any grind.  ",Red Dragon Apparel,COMPLETES,2021-08-06T03:17:43-07:00,rds-complete-sauron-chung-8,2022-12-12T11:39:40-08:00,2022-11-19T01:26:14-08:00,,web,"Completes, RDSSkate, Skate, SP22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_ecddfb91-3f96-4b49-a349-f0b2cae6f9da.jpg?v=1670443349,40550396592290,6983532806306,Default Title,89.95,RD10761-X-A-1SIZE,1,119.95,manual,shopify,Default Title,,,2021-08-06T03:17:43-07:00,2022-12-12T11:39:40-08:00,True,628000717164,2223,,4.9,lb,True
RDS COMPLETE OG OFFSET 8,"A simple twist on our iconic OG logo, this RDS complete feature a strong, lightweight maple deck, 101a wheels perfect for curb and ledge tricks, and strong durable trucks to handle any grind.  ",Red Dragon Apparel,COMPLETES,2021-08-06T03:17:44-07:00,rds-complete-og-offset-8,2022-12-07T12:02:37-08:00,2022-11-19T01:26:14-08:00,,web,"Completes, RDSSkate, Skate, SP22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_c246a868-5e5e-4cee-a139-a25be569206c.jpg?v=1670443356,40550396723362,6983532839074,Default Title,89.95,RD10762-X-A-1SIZE,1,119.95,manual,shopify,Default Title,,,2021-08-06T03:17:44-07:00,2022-12-02T22:00:41-08:00,True,628000717171,2223,,4.9,lb,True
RDS COMPLETE OG OFFSET 8.25,"A simple twist on our iconic OG logo, this RDS complete feature a strong, lightweight maple deck, 101a wheels perfect for curb and ledge tricks, and strong durable trucks to handle any grind.  ",Red Dragon Apparel,COMPLETES,2021-08-06T03:17:45-07:00,rds-complete-og-offset-8-25,2022-12-06T01:11:40-08:00,2022-11-19T01:26:14-08:00,,web,"Completes, RDSSkate, Skate, SP22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_d15efa07-cbcb-4773-823f-7522ca5134e2.jpg?v=1670317898,40550396854434,6983532871842,Default Title,89.95,RD10763-X-A-1SIZE,1,119.95,manual,shopify,Default Title,,,2021-08-06T03:17:45-07:00,2022-12-02T13:59:16-08:00,True,628000717188,2223,,4.9,lb,True
RDS BUCKET HAT CHUNG,"<style type=""text/css""><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style>Protect ya neck from the elements all year round in the new Red Dragon Bucket hats. Made from a cotton blend and embroidered with the classic Chung logo and features screened side vents for extra breathability as well as an adjustable chin strap to keep this bad boy secure.",Red Dragon Apparel,CAPS,2021-08-14T08:06:29-07:00,rds-bucket-hat-chung-2,2022-12-06T01:11:50-08:00,2022-11-19T01:26:14-08:00,,web,"Caps, Headwear, mens, SM23, SP23",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_73d47681-9c1d-4932-8154-5dd016179fbc.jpg?v=1670317909,40615323959458,7005269688482,Default Title,39.95,RD10885-FOGN-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-08-14T08:06:30-07:00,2022-12-06T01:11:49-08:00,True,628000723202,68,,0.15,lb,True
RDS BUCKET HAT CHUNG,"<style type=""text/css""><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}--></style>Protect ya neck from the elements all year round in the new Red Dragon Bucket hats. Made from a cotton blend and embroidered with the classic Chung logo and features screened side vents for extra breathability as well as an adjustable chin strap to keep this bad boy secure.",Red Dragon Apparel,CAPS,2021-08-14T08:06:30-07:00,rds-bucket-hat-chung-3,2022-12-06T01:11:57-08:00,2022-11-19T01:27:19-08:00,,web,"Caps, Headwear, mens, SM23, SP23",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_8fd50333-544d-44f9-9c6b-a0ff7cfff562.jpg?v=1670317916,40615324024994,7005269754018,Default Title,39.95,RD10886-MTCB-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-08-14T08:06:31-07:00,2022-12-06T01:11:56-08:00,True,628000723219,68,,0.15,lb,True
RDS UMBRELLA,<div>Stay stealth under your new Camo Red Dragon Umbrella.  Made with 100% Nylon Shell and our classic OG RDS logo. </div>,Red Dragon Apparel,ACCESSORIES,2021-08-14T08:06:31-07:00,rds-umbrella,2022-12-06T01:12:00-08:00,2022-11-19T01:27:19-08:00,,web,"Accessories, AccessoriesAll, SM23, SP23",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_282f5ced-05c5-49c0-ac79-88fad6f23601.jpg?v=1670317919,40615324090530,7005269819554,Default Title,34.95,RD10902-CMWT-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-08-14T08:06:32-07:00,2022-12-06T01:11:59-08:00,True,628000724056,68,,0.15,lb,True
RDS MULTI TOOL,"Fit a toolbox worth of gear in the palm of your hand with the new Red Dragon Multi Tool. Features a variety of tools including:<br><ul>
<li>Pliers</li>
<li>Bottle opener</li>
<li>Can opener</li>
<li>Phillips screwdriver</li>
<li>Flat screwdriver</li>
<li>File</li>
<li>Saw</li>
<li>Knife</li>
</ul>And more! Made from 100% metal and finished with a sleek camo. ",Red Dragon Apparel,TOOLS,2021-08-14T08:06:32-07:00,rds-multi-tool,2022-12-08T14:01:55-08:00,2022-11-19T01:27:19-08:00,,web,"RDSSkate, Skate, SM23, SP23, Tools",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_a69eea6b-59a4-4617-8350-49fd707897b9.jpg?v=1670317922,40615324123298,7005269852322,Default Title,24.95,RD10903-CMO-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-08-14T08:06:33-07:00,2022-12-08T14:01:55-08:00,True,628000724063,68,,0.15,lb,True
RDS TOQUE MERINO WOOL,"Our new Red Dragon Merino Wool Toques feature a Merino Wool/Nylon/Acrylic blend that combines the comfort, moisture wicking, and odor-resistant properties of Merino Wool with the durability, washability and performance of synthetics.",Red Dragon Apparel,BEANIES,2021-09-08T08:22:28-07:00,rds-beanie-merino,2022-12-12T08:01:07-08:00,2022-11-19T01:27:19-08:00,,global,"Beanies, HD22, Headwear, mens",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_d1a0fc50-5d78-4c04-8483-9aa26073d100.jpg?v=1670454064,40830023073954,7077175066786,Default Title,29.95,RD10918-BLK-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-09-08T08:22:28-07:00,2022-12-12T08:01:07-08:00,True,628000724209,45,,0.1,lb,True
RDS TOQUE MERINO WOOL,"Our new Red Dragon Merino Wool Toques feature a Merino Wool/Nylon/Acrylic blend that combines the comfort, moisture wicking, and odor-resistant properties of Merino Wool with the durability, washability and performance of synthetics.",Red Dragon Apparel,BEANIES,2021-09-08T08:22:30-07:00,rds-beanie-merino-2,2022-12-12T12:01:20-08:00,2022-11-19T01:27:19-08:00,,web,"Beanies, HD22, Headwear, mens",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_d2e66d08-a167-420f-b0d2-419158b303c1.jpg?v=1670601738,40830023401634,7077175197858,Default Title,24.95,RD10920-DH-A-1SIZE,1,29.95,manual,shopify,Default Title,,,2021-09-08T08:22:30-07:00,2022-12-12T12:01:20-08:00,True,628000724223,45,,0.1,lb,True
RDS WINDPROOF ARC LIGHTER,"<div>Check out our electric rechargeable windproof and waterproof Red Dragon lighter. Use it for smoking, survival, or camping. <br>Please use responsibly.</div>",Red Dragon Apparel,ACCESSORIES,2021-11-08T07:18:01-08:00,rds-windproof-arc-lighter,2022-12-12T10:15:48-08:00,2022-11-19T01:27:19-08:00,,web,"Accessories, AccessoriesAll, SM23, SP23",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_d8d3255b-6ffe-43c8-bb5e-a3e9d66f1893.jpg?v=1670317999,41217265729698,7213746487458,Default Title,19.95,RD11037-NVY-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-11-08T07:18:01-08:00,2022-12-12T10:15:02-08:00,True,628000729891,68,,0.15,lb,True
RDS WINDPROOF ARC LIGHTER,"<div>Check out our electric rechargeable windproof and waterproof Red Dragon lighter. Use it for smoking, survival, or camping. <br>Please use responsibly.</div>",Red Dragon Apparel,ACCESSORIES,2021-11-08T07:18:02-08:00,rds-windproof-arc-lighter-1,2022-12-11T10:05:33-08:00,2022-11-19T01:27:19-08:00,,web,"Accessories, AccessoriesAll, SM23, SP23",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_75bab3ea-94d3-4db6-bea1-a5a226723f17.jpg?v=1670318003,41217265762466,7213746520226,Default Title,19.95,RD11038-ORN-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-11-08T07:18:02-08:00,2022-12-11T10:04:44-08:00,True,628000729907,68,,0.15,lb,True
RDS WINDPROOF ARC LIGHTER,"<div>Check out our electric rechargeable windproof and waterproof Red Dragon lighter. Use it for smoking, survival, or camping. <br>Please use responsibly.</div>",Red Dragon Apparel,ACCESSORIES,2021-11-08T07:18:03-08:00,rds-windproof-arc-lighter-2,2022-12-09T12:36:15-08:00,2022-11-19T01:27:19-08:00,,web,"Accessories, AccessoriesAll, SM23, SP23",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_5ecc6327-5186-4424-ab4b-16d65542aa98.jpg?v=1670318007,41217265795234,7213746585762,Default Title,19.95,RD11039-ARGR-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-11-08T07:18:03-08:00,2022-12-09T12:36:15-08:00,True,628000729914,68,,0.15,lb,True
RDS UNSTRUCTURED CAP CLASSIC,Hat - Heavy Brushed Cotton Twill -Mens,Red Dragon Apparel,CAPS,2021-12-02T07:46:38-08:00,rds-unstructured-cap-classic-1,2022-12-05T21:28:37-08:00,2022-11-19T01:27:19-08:00,,web,"Caps, Dark Grey, HD21, Headwear, mens",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_02fdf205-ca00-4357-b3e2-a047d1db52b3.jpg?v=1669071958,42133553742062,7474454036718,Default Title,3.95,RD11051-DGR-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-12-02T07:46:38-08:00,2022-12-05T21:28:37-08:00,True,628000730347,68,,0.15,lb,True
RDS UNSTRUCTURED CAP CLASSIC,Hat - Heavy Brushed Cotton Twill -Mens,Red Dragon Apparel,CAPS,2021-12-02T07:46:40-08:00,rds-unstructured-cap-classic-2,2022-12-03T09:50:26-08:00,2022-11-19T01:27:19-08:00,,web,"Caps, HD21, Headwear, Khaki, mens",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_f00a1742-29e6-4254-8b80-41cce9cfafaf.jpg?v=1669071960,42133553807598,7474454102254,Default Title,3.95,RD11052-KHA-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2021-12-02T07:46:40-08:00,2022-12-03T09:50:26-08:00,True,628000730354,68,,0.15,lb,True
RDS TOQUE MERINO WOOL,"Our new Red Dragon Merino Wool Toques feature a Merino Wool/Nylon/Acrylic blend that combines the comfort, moisture wicking, and odor-resistant properties of Merino Wool with the durability, washability and performance of synthetics.",Red Dragon Apparel,BEANIES,2022-01-25T04:47:12-08:00,rds-toque-merino-wool,2022-12-12T12:01:05-08:00,2022-11-19T01:27:19-08:00,,global,"Beanies, HD22, Headwear, mens",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_9125e4f5-a40b-4e6c-bbd9-3bac81a9de9f.jpg?v=1670318009,42373950537966,7543881433326,Default Title,29.95,RD11169-NVY-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-01-25T04:47:12-08:00,2022-12-12T12:01:05-08:00,True,628000736448,45,,0.1,lb,True
RDS TOQUE MERINO WOOL,"Our new Red Dragon Merino Wool Toques feature a Merino Wool/Nylon/Acrylic blend that combines the comfort, moisture wicking, and odor-resistant properties of Merino Wool with the durability, washability and performance of synthetics.",Red Dragon Apparel,BEANIES,2022-01-25T04:47:12-08:00,rds-toque-merino-wool-1,2022-12-09T07:25:51-08:00,2022-11-19T01:27:19-08:00,,global,"Beanies, HD22, Headwear, mens",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_99e86e80-7e63-4a8b-a632-eae821c8a2c8.jpg?v=1670318012,42373950570734,7543881466094,Default Title,29.95,RD11170-MAR-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-01-25T04:47:13-08:00,2022-12-09T07:20:09-08:00,True,628000736455,45,,0.1,lb,True
RDS TOQUE MERINO WOOL,"Our new Red Dragon Merino Wool Toques feature a Merino Wool/Nylon/Acrylic blend that combines the comfort, moisture wicking, and odor-resistant properties of Merino Wool with the durability, washability and performance of synthetics.",Red Dragon Apparel,BEANIES,2022-01-25T04:47:13-08:00,rds-toque-merino-wool-2,2022-12-12T16:01:07-08:00,2022-11-19T01:28:09-08:00,,global,"Beanies, HD22, Headwear, mens",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_efeb7c3f-21d2-4843-8761-38da5a3dbbbf.jpg?v=1670318015,42373950603502,7543881498862,Default Title,29.95,RD11171-ARGR-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-01-25T04:47:13-08:00,2022-12-12T16:01:07-08:00,True,628000736462,45,,0.1,lb,True
RDS SNAPBACK OG PUFFY RECYCLED,"A ""Rescued and Renewed"" version of the RDS OG Puffy. This Red Dragon snapback trucker cap is made with salvaged recycled plastic bottles while maintaining the same flexfit quality and comfort.",Red Dragon Apparel,CAPS,2022-01-25T05:01:04-08:00,rds-snapback-og-puffy-recycled,2022-12-12T19:13:58-08:00,2022-11-19T01:28:09-08:00,,web,"Caps, HD22, Headwear, mens",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_0dd7e0b6-988b-41a1-a81a-57677dd8a4aa.jpg?v=1670318018,42373960368366,7543885005038,Default Title,34.95,RD11168-BKBK-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-01-25T05:01:04-08:00,2022-12-12T19:13:58-08:00,True,628000736431,68,,0.15,lb,True
RDS DECK HASTIE HEAD CHOPPER II 8.0,"<span style=""font-size:10.5pt""><span style=""background:white""><span style=""line-height:107%""><span style=""font-family:"" calibri><span style=""color:#212b36""><span style=""letter-spacing:1.15pt"">Mike Hastie has always been a warrior on and off his board, these graphics capture that inner fighting spirit</span></span></span></span></span></span><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36""> @timbaronart</span></span></span></span></span></span></span><br><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">The OG Hastie Head deck has been revived in an all new and exclusive style. This monochrome board with a touch of red is here for a limited time only. Don’t lose your head and get this OG RDS deck before it’s gone!</span></span></span></span></span></span></span><br> ",Red Dragon Apparel,DECKS,2022-02-08T08:31:31-08:00,rds-deck-hastie-head-chopper-8-0,2022-12-06T01:13:41-08:00,2022-11-19T01:28:09-08:00,,web,"Decks, NewSM22, RDSSkate, Skate, SM22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_ab2b946d-712a-48cc-8a56-5b56f72d60bc.jpg?v=1670318020,42431484788974,7568653222126,Default Title,89.95,RD11205-X-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-02-08T08:31:31-08:00,2022-12-02T13:59:15-08:00,True,628000737872,1179,,2.6,lb,True
RDS DECK HASTIE HEAD CHOPPER II 8.25,"<span style=""font-size:10.5pt""><span style=""background:white""><span style=""line-height:107%""><span style=""font-family:"" calibri><span style=""color:#212b36""><span style=""letter-spacing:1.15pt"">Mike Hastie has always been a warrior on and off his board, these graphics capture that inner fighting spirit. Graphic by</span></span></span></span></span></span><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36""> @timbaronart</span></span></span></span></span></span></span><br><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">The OG Hastie Head deck has been revived in an all new and exclusive style. This monochrome board with a touch of red is here for a limited time only. Don’t lose your head and get this OG RDS deck before it’s gone!</span></span></span></span></span></span></span><br> ",Red Dragon Apparel,DECKS,2022-02-08T08:31:32-08:00,rds-deck-hastie-head-chopper-8-25,2022-12-12T18:58:52-08:00,2022-11-19T01:28:09-08:00,,web,"Decks, NewSM22, RDSSkate, Skate, SM22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_551e7594-2e68-4f8d-9ff8-9bafed452116.jpg?v=1670318022,42431484985582,7568653287662,Default Title,89.95,RD11206-X-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-02-08T08:31:32-08:00,2022-12-12T18:58:52-08:00,True,628000737889,1179,,2.6,lb,True
RDS DECK MOSES RED SEA II 8.25,"<span style=""font-size:11pt""><span style=""tab-stops:118.5pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">The name says it all, his 1999 graphic reimagined, Moses Itkonen parting the red dragon seas. Graphic by </span></span></span></span></span></span></span></span><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">@timbaronart</span></span></span></span></span></span></span><br><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">The OG Moses Red Sea deck has been revived in an all new and exclusive style. This monochrome board with a touch of red is here for a limited time only. Don’t let the waves come crashing down on you, get this before it’s gone.</span></span></span></span></span></span></span><br> ",Red Dragon Apparel,DECKS,2022-02-08T08:31:33-08:00,rds-deck-moses-red-sea-8-25,2022-12-06T01:13:45-08:00,2022-11-19T01:28:09-08:00,,web,"Decks, NewSM22, RDSSkate, Skate, SM22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_7d087c68-4fa4-475a-a638-e2aa5c52afaa.jpg?v=1670318024,42431485018350,7568653320430,Default Title,89.95,RD11207-X-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-02-08T08:31:33-08:00,2022-12-02T14:01:56-08:00,True,628000737896,1179,,2.6,lb,True
RDS DECK MOSES RED SEA II 8.5,"<span style=""font-size:11pt""><span style=""tab-stops:118.5pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">The name says it all, his 1999 graphic reimagined, Moses Itkonen parting the red dragon seas. Graphic by @timbaronart</span></span></span></span></span></span></span></span><br><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">The OG Moses Red Sea deck has been revived in an all new and exclusive style. This monochrome board with a touch of red is here for a limited time only. Don’t let the waves come crashing down on you, get this before it’s gone.</span></span></span></span></span></span></span><br> ",Red Dragon Apparel,DECKS,2022-02-08T08:31:34-08:00,rds-deck-moses-red-sea-8-5,2022-12-06T01:13:47-08:00,2022-11-19T01:28:09-08:00,,web,"Decks, NewSM22, RDSSkate, Skate, SM22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_5088af53-a703-48aa-bd9d-2a142d5b3a9a.jpg?v=1670318026,42431485051118,7568653353198,Default Title,89.95,RD11208-X-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-02-08T08:31:34-08:00,2022-11-24T12:31:09-08:00,True,628000737902,1179,,2.6,lb,True
RDS DECK SLUGGO VIKING II 8.0,"<span style=""font-size:11pt""><span style=""tab-stops:118.5pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""background:white""><span style=""line-height:107%""><span style=""color:#212b36""><span style=""letter-spacing:1.15pt"">Inspired by Rob Boyce's second pro model from 1992 and reimagined by the talented </span></span></span></span></span></span></span></span></span><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">@timbaronart</span></span></span></span></span></span></span><br><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">The OG Sluggo Viking deck has been revived in an all new and exclusive style. This monochrome board with a touch of red is here for a limited time only. By the power of Grayskull… Do not miss out on this opportunity!</span></span></span></span></span></span></span><br> ",Red Dragon Apparel,DECKS,2022-02-08T08:31:35-08:00,rds-deck-sluggo-viking-8-0,2022-12-06T01:13:48-08:00,2022-11-19T01:28:09-08:00,,web,"Decks, NewSM22, RDSSkate, Skate, SM22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_5576eca0-2733-481a-ad3a-503207258f0e.jpg?v=1670318027,42431485116654,7568653418734,Default Title,89.95,RD11209-X-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-02-08T08:31:35-08:00,2022-12-05T10:00:34-08:00,True,628000737919,1179,,2.6,lb,True
RDS DECK SLUGGO VIKING II 8.5,"<span style=""font-size:11pt""><span style=""tab-stops:118.5pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""background:white""><span style=""line-height:107%""><span style=""color:#212b36""><span style=""letter-spacing:1.15pt"">Inspired by Rob Boyce's second pro model from 1992 and reimagined by the talented </span></span></span></span></span></span></span></span></span><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">@timbaronart</span></span></span></span></span></span></span><br><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif""><span style=""font-size:10.5pt""><span style=""line-height:107%""><span style=""font-family:"" segoe ui><span style=""color:#212b36"">The OG Sluggo Viking deck has been revived in an all new and exclusive style. This monochrome board with a touch of red is here for a limited time only. By the power of Grayskull… Do not miss out on this opportunity!</span></span></span></span></span></span></span><br> ",Red Dragon Apparel,DECKS,2022-02-08T08:31:36-08:00,rds-deck-sluggo-viking-8-5,2022-12-06T01:13:50-08:00,2022-11-19T01:28:09-08:00,,web,"Decks, NewSM22, RDSSkate, Skate, SM22",https://cdn.shopify.com/s/files/1/0014/5539/0779/products/media_18f2985f-e994-433b-ab8f-da83c05af571.jpg?v=1670318030,42431485149422,7568653451502,Default Title,89.95,RD11210-X-A-1SIZE,1,0.00,manual,shopify,Default Title,,,2022-02-08T08:31:36-08:00,2022-12-02T14:01:55-08:00,True,628000737926,1179,,2.6,lb,True
